"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"StartMenuExperienceHost","1","1322","2276441333760","150687744","158388224","61136","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","""C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:FullTrustApp.AppXykjsye98af63ez2annt9djke8trg8stn.mca",,"Microsoft Corporation","1764,6875","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Windows Start Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6860","8",,"False","18/09/2026 08:38:02",,"13884",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","61136","61136","158388224","158388224","1656000","1656000","475361280","475361280","525701120","525701120","2276619804672","287137792","True","Normal","158388224","158388224","4095","1",,"System.Diagnostics.ProcessThreadCollection","1322","2276441333760","108666880","False",,,,"150687744","150687744",,"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","00:03:51.5625000","00:29:24.6875000","00:25:33.1250000","StartMenuExperienceHost","0","","True",,
"SupportAssistAgent","0","1491","2273058111488","340729856","272969728","391456",,,,,,,,,,"Process",,,"6",,,,,"10044",".",,,,"391456","391456","272969728","272969728","1058480","1058480","1323294720","1323294720","1561395200","1561395200","2273872113664","1834414080",,,"272969728","272969728",,"0",,"System.Diagnostics.ProcessThreadCollection","1491","2273058111488","1020411904","False",,,,"340729856","340729856",,,,,,"SupportAssistAgent","0","","True",,
"SurSvc","0","760","4917129216","50388992","36601856","30640",,,,,,,,,,"Process",,,"4",,,,,"31632",".",,,,"30640","30640","36601856","36601856","350080","350080","42807296","42807296","60424192","60424192","4937658368","642691072",,,"36601856","36601856",,"0",,"System.Diagnostics.ProcessThreadCollection","760","4917129216","622161920","False",,,,"50388992","50388992",,,,,,"SurSvc","0","","True",,
"svchost","0","477","2203420655616","15515648","4730880","15968",,,,,,,,,,"Process",,,"8",,,,,"1044",".",,,,"15968","15968","4730880","4730880","153616","153616","5349376","5349376","17448960","17448960","2203425374208","107151360",,,"4730880","4730880",,"0",,"System.Diagnostics.ProcessThreadCollection","477","2203420655616","102432768","False",,,,"15515648","15515648",,,,,,"svchost","0","","True",,
"svchost","0","1611","2203533058048","52875264","26804224","35520",,,,,,,,,,"Process",,,"8",,,,,"1760",".",,,,"35520","35520","26804224","26804224","708904","708904","35409920","35409920","67547136","67547136","2203562782720","244559872",,,"26804224","26804224",,"0",,"System.Diagnostics.ProcessThreadCollection","1611","2203533058048","214835200","False",,,,"52875264","52875264",,,,,,"svchost","0","","True",,
"svchost","0","2111","2203451174912","28856320","19030016","21872",,,,,,,,,,"Process",,,"8",,,,,"1924",".",,,,"21872","21872","19030016","19030016","259520","259520","28508160","28508160","38780928","38780928","2203531907072","213684224",,,"19030016","19030016",,"0",,"System.Diagnostics.ProcessThreadCollection","2111","2203451174912","132952064","False",,,,"28856320","28856320",,,,,,"svchost","0","","True",,
"svchost","0","331","2203488243712","34893824","12021760","15648",,,,,,,,,,"Process",,,"8",,,,,"2064",".",,,,"15648","15648","12021760","12021760","188944","188944","42037248","42037248","64282624","64282624","2203515023360","196800512",,,"12021760","12021760",,"0",,"System.Diagnostics.ProcessThreadCollection","331","2203488243712","170020864","False",,,,"34893824","34893824",,,,,,"svchost","0","","True",,
"svchost","0","106","2203399282688","6586368","1257472","10616",,,,,,,,,,"Process",,,"8",,,,,"2148",".",,,,"10616","10616","1257472","1257472","63528","63528","1589248","1589248","7593984","7593984","2203402432512","84209664",,,"1257472","1257472",,"0",,"System.Diagnostics.ProcessThreadCollection","106","2203399282688","81059840","False",,,,"6586368","6586368",,,,,,"svchost","0","","True",,
"svchost","0","361","2203514454016","25227264","34840576","11160",,,,,,,,,,"Process",,,"8",,,,,"2156",".",,,,"11160","11160","34840576","34840576","99624","99624","90013696","90013696","92200960","92200960","2203522113536","203890688",,,"34840576","34840576",,"0",,"System.Diagnostics.ProcessThreadCollection","361","2203514454016","196231168","False",,,,"25227264","25227264",,,,,,"svchost","0","","True",,
"svchost","0","241","2203409215488","7782400","2203648","7352",,,,,,,,,,"Process",,,"8",,,,,"2164",".",,,,"7352","7352","2203648","2203648","65728","65728","2347008","2347008","8515584","8515584","2203412402176","94179328",,,"2203648","2203648",,"0",,"System.Diagnostics.ProcessThreadCollection","241","2203409215488","90992640","False",,,,"7782400","7782400",,,,,,"svchost","0","","True",,
"svchost","0","220","2203419123712","10207232","2514944","12584",,,,,,,,,,"Process",,,"8",,,,,"2188",".",,,,"12584","12584","2514944","2514944","103544","103544","3514368","3514368","15990784","15990784","2203425943552","107720704",,,"2514944","2514944",,"0",,"System.Diagnostics.ProcessThreadCollection","220","2203419123712","100900864","False",,,,"10207232","10207232",,,,,,"svchost","0","","True",,
"svchost","0","601","2203575181312","62058496","39399424","37784",,,,,,,,,,"Process",,,"13",,,,,"2336",".",,,,"37784","37784","39399424","39399424","243960","243960","47235072","47235072","71544832","71544832","2203581472768","263249920",,,"39399424","39399424",,"0",,"System.Diagnostics.ProcessThreadCollection","601","2203575181312","256958464","False",,,,"62058496","62058496",,,,,,"svchost","0","","True",,
"svchost","0","204","2203421749248","16613376","12894208","45992",,,,,,,,,,"Process",,,"10",,,,,"2424",".",,,,"45992","45992","12894208","12894208","64056","64056","17805312","17805312","22528000","22528000","2203423424512","105201664",,,"12894208","12894208",,"0",,"System.Diagnostics.ProcessThreadCollection","204","2203421749248","103526400","False",,,,"16613376","16613376",,,,,,"svchost","0","","True",,
"svchost","0","270","2203418873856","13942784","4120576","13896",,,,,,,,,,"Process",,,"8",,,,,"2436",".",,,,"13896","13896","4120576","4120576","111672","111672","4710400","4710400","15716352","15716352","2203422560256","104337408",,,"4120576","4120576",,"0",,"System.Diagnostics.ProcessThreadCollection","270","2203418873856","100651008","False",,,,"13942784","13942784",,,,,,"svchost","0","","True",,
"svchost","0","119","2203400732672","6668288","1359872","7744",,,,,,,,,,"Process",,,"8",,,,,"2444",".",,,,"7744","7744","1359872","1359872","64936","64936","1699840","1699840","7692288","7692288","2203403395072","85172224",,,"1359872","1359872",,"0",,"System.Diagnostics.ProcessThreadCollection","119","2203400732672","82509824","False",,,,"6668288","6668288",,,,,,"svchost","0","","True",,
"svchost","0","360","2203418808320","15876096","2789376","10344",,,,,,,,,,"Process",,,"8",,,,,"2452",".",,,,"10344","10344","2789376","2789376","130944","130944","3121152","3121152","16453632","16453632","2203420905472","102682624",,,"2789376","2789376",,"0",,"System.Diagnostics.ProcessThreadCollection","360","2203418808320","100585472","False",,,,"15876096","15876096",,,,,,"svchost","0","","True",,
"svchost","0","343","2203417169920","17043456","6713344","17408",,,,,,,,,,"Process",,,"8",,,,,"2540",".",,,,"17408","17408","6713344","6713344","284856","284856","8331264","8331264","19103744","19103744","2203453423616","135200768",,,"6713344","6713344",,"0",,"System.Diagnostics.ProcessThreadCollection","343","2203417169920","98947072","False",,,,"17043456","17043456",,,,,,"svchost","0","","True",,
"svchost","0","191","2203414921216","10690560","2215936","13576",,,,,,,,,,"Process",,,"8",,,,,"2576",".",,,,"13576","13576","2215936","2215936","93016","93016","3100672","3100672","12824576","12824576","2203418124288","99901440",,,"2215936","2215936",,"0",,"System.Diagnostics.ProcessThreadCollection","191","2203414921216","96698368","False",,,,"10690560","10690560",,,,,,"svchost","0","","True",,
"svchost","0","476","2203417829376","13983744","6258688","17784",,,,,,,,,,"Process",,,"8",,,,,"2620",".",,,,"17784","17784","6258688","6258688","110784","110784","10305536","10305536","18219008","18219008","2203439456256","121233408",,,"6258688","6258688",,"0",,"System.Diagnostics.ProcessThreadCollection","476","2203417829376","99606528","False",,,,"13983744","13983744",,,,,,"svchost","0","","True",,
"svchost","0","199","2203431190528","14360576","2596864","11024",,,,,,,,,,"Process",,,"8",,,,,"2652",".",,,,"11024","11024","2596864","2596864","125736","125736","3002368","3002368","15347712","15347712","2203434221568","115998720",,,"2596864","2596864",,"0",,"System.Diagnostics.ProcessThreadCollection","199","2203431190528","112967680","False",,,,"14360576","14360576",,,,,,"svchost","0","","True",,
"svchost","0","491","2203416010752","10829824","3424256","12336",,,,,,,,,,"Process",,,"8",,,,,"2664",".",,,,"12336","12336","3424256","3424256","97368","97368","3837952","3837952","12627968","12627968","2203420729344","102506496",,,"3424256","3424256",,"0",,"System.Diagnostics.ProcessThreadCollection","491","2203416010752","97787904","False",,,,"10829824","10829824",,,,,,"svchost","0","","True",,
"svchost","0","147","2203408220160","7352320","1818624","17064",,,,,,,,,,"Process",,,"8",,,,,"2720",".",,,,"17064","17064","1818624","1818624","77128","77128","2076672","2076672","8146944","8146944","2203410419712","92196864",,,"1818624","1818624",,"0",,"System.Diagnostics.ProcessThreadCollection","147","2203408220160","89997312","False",,,,"7352320","7352320",,,,,,"svchost","0","","True",,
"svchost","0","1390","2203457343488","27463680","14675968","24808",,,,,,,,,,"Process",,,"8",,,,,"2732",".",,,,"24808","24808","14675968","14675968","204536","204536","25452544","25452544","37105664","37105664","2203513503744","195280896",,,"14675968","14675968",,"0",,"System.Diagnostics.ProcessThreadCollection","1390","2203457343488","139120640","False",,,,"27463680","27463680",,,,,,"svchost","0","","True",,
"svchost","0","199","2203412033536","10235904","2801664","9992",,,,,,,,,,"Process",,,"8",,,,,"2744",".",,,,"9992","9992","2801664","2801664","101344","101344","3923968","3923968","12476416","12476416","2203415711744","97488896",,,"2801664","2801664",,"0",,"System.Diagnostics.ProcessThreadCollection","199","2203412033536","93810688","False",,,,"10235904","10235904",,,,,,"svchost","0","","True",,
"svchost","0","279","2203412922368","10579968","3039232","11592",,,,,,,,,,"Process",,,"8",,,,,"2780",".",,,,"11592","11592","3039232","3039232","99424","99424","4591616","4591616","12238848","12238848","2203419738112","101515264",,,"3039232","3039232",,"0",,"System.Diagnostics.ProcessThreadCollection","279","2203412922368","94699520","False",,,,"10579968","10579968",,,,,,"svchost","0","","True",,
"svchost","0","247","2207856836608","19214336","3633152","14080",,,,,,,,,,"Process",,,"8",,,,,"2916",".",,,,"14080","14080","3633152","3633152","129552","129552","84008960","84008960","99102720","99102720","2207871516672","258326528",,,"3633152","3633152",,"0",,"System.Diagnostics.ProcessThreadCollection","247","2207856836608","243646464","False",,,,"19214336","19214336",,,,,,"svchost","0","","True",,
"svchost","0","492","2203441762304","22913024","4546560","12792",,,,,,,,,,"Process",,,"8",,,,,"2920",".",,,,"12792","12792","4546560","4546560","154416","154416","5861376","5861376","25415680","25415680","2203447783424","129560576",,,"4546560","4546560",,"0",,"System.Diagnostics.ProcessThreadCollection","492","2203441762304","123539456","False",,,,"22913024","22913024",,,,,,"svchost","0","","True",,
"svchost","0","273","2203437268992","19050496","4722688","15120",,,,,,,,,,"Process",,,"8",,,,,"3060",".",,,,"15120","15120","4722688","4722688","148440","148440","10522624","10522624","28594176","28594176","2203451953152","133730304",,,"4722688","4722688",,"0",,"System.Diagnostics.ProcessThreadCollection","273","2203437268992","119046144","False",,,,"19050496","19050496",,,,,,"svchost","0","","True",,
"svchost","0","681","2203526569984","42115072","11808768","22216",,,,,,,,,,"Process",,,"8",,,,,"3200",".",,,,"22216","22216","11808768","11808768","258360","258360","14778368","14778368","50704384","50704384","2203743129600","424906752",,,"11808768","11808768",,"0",,"System.Diagnostics.ProcessThreadCollection","681","2203526569984","208347136","False",,,,"42115072","42115072",,,,,,"svchost","0","","True",,
"svchost","0","218","2203410333696","10555392","2682880","10384",,,,,,,,,,"Process",,,"8",,,,,"3228",".",,,,"10384","10384","2682880","2682880","94816","94816","7819264","7819264","14700544","14700544","2203429732352","111509504",,,"2682880","2682880",,"0",,"System.Diagnostics.ProcessThreadCollection","218","2203410333696","92110848","False",,,,"10555392","10555392",,,,,,"svchost","0","","True",,
"svchost","0","709","2203515371520","30130176","18927616","17912",,,,,,,,,,"Process",,,"8",,,,,"3432",".",,,,"17912","17912","18927616","18927616","140256","140256","49307648","49307648","60518400","60518400","2203528110080","209887232",,,"18927616","18927616",,"0",,"System.Diagnostics.ProcessThreadCollection","709","2203515371520","197148672","False",,,,"30130176","30130176",,,,,,"svchost","0","","True",,
"svchost","0","282","2203455631360","18358272","4091904","14528",,,,,,,,,,"Process",,,"8",,,,,"3464",".",,,,"14528","14528","4091904","4091904","144016","144016","7778304","7778304","32202752","32202752","2203468652544","150429696",,,"4091904","4091904",,"0",,"System.Diagnostics.ProcessThreadCollection","282","2203455631360","137408512","False",,,,"18358272","18358272",,,,,,"svchost","0","","True",,
"svchost","0","522","2203421818880","14016512","3493888","15120",,,,,,,,,,"Process",,,"8",,,,,"3500",".",,,,"15120","15120","3493888","3493888","125520","125520","5156864","5156864","15679488","15679488","2203433361408","115138560",,,"3493888","3493888",,"0",,"System.Diagnostics.ProcessThreadCollection","522","2203421818880","103596032","False",,,,"14016512","14016512",,,,,,"svchost","0","","True",,
"svchost","0","126","2203401818112","8613888","1675264","8032",,,,,,,,,,"Process",,,"8",,,,,"3648",".",,,,"8032","8032","1675264","1675264","67936","67936","1937408","1937408","9973760","9973760","2203405004800","86781952",,,"1675264","1675264",,"0",,"System.Diagnostics.ProcessThreadCollection","126","2203401818112","83595264","False",,,,"8613888","8613888",,,,,,"svchost","0","","True",,
"svchost","0","402","2203430682624","16130048","4956160","13984",,,,,,,,,,"Process",,,"8",,,,,"3656",".",,,,"13984","13984","4956160","4956160","131336","131336","6090752","6090752","19496960","19496960","2203438043136","119820288",,,"4956160","4956160",,"0",,"System.Diagnostics.ProcessThreadCollection","402","2203430682624","112459776","False",,,,"16130048","16130048",,,,,,"svchost","0","","True",,
"svchost","0","374","2203405250560","7274496","1540096","8032",,,,,,,,,,"Process",,,"8",,,,,"3776",".",,,,"8032","8032","1540096","1540096","80048","80048","1683456","1683456","8171520","8171520","2203406827520","88604672",,,"1540096","1540096",,"0",,"System.Diagnostics.ProcessThreadCollection","374","2203405250560","87027712","False",,,,"7274496","7274496",,,,,,"svchost","0","","True",,
"svchost","0","136","2203403833344","8675328","1708032","9256",,,,,,,,,,"Process",,,"8",,,,,"3900",".",,,,"9256","9256","1708032","1708032","72528","72528","2134016","2134016","10113024","10113024","2203407544320","89321472",,,"1708032","1708032",,"0",,"System.Diagnostics.ProcessThreadCollection","136","2203403833344","85610496","False",,,,"8675328","8675328",,,,,,"svchost","0","","True",,
"svchost","0","224","2203483377664","33804288","23035904","15104",,,,,,,,,,"Process",,,"8",,,,,"3964",".",,,,"15104","15104","23035904","23035904","117456","117456","23175168","23175168","34082816","34082816","2203483901952","165679104",,,"23035904","23035904",,"0",,"System.Diagnostics.ProcessThreadCollection","224","2203483377664","165154816","False",,,,"33804288","33804288",,,,,,"svchost","0","","True",,
"svchost","0","510","2203502645248","23531520","30228480","34632",,,,,,,,,,"Process",,,"8",,,,,"4040",".",,,,"34632","34632","30228480","30228480","141280","141280","45830144","45830144","60342272","60342272","2203518361600","200138752",,,"30228480","30228480",,"0",,"System.Diagnostics.ProcessThreadCollection","510","2203502645248","184422400","False",,,,"23531520","23531520",,,,,,"svchost","0","","True",,
"svchost","0","892","2204047024128","37863424","52658176","145288",,,,,,,,,,"Process",,,"8",,,,,"4064",".",,,,"145288","145288","52658176","52658176","1245712","1245712","53858304","53858304","39518208","39518208","2204052332544","734109696",,,"52658176","52658176",,"0",,"System.Diagnostics.ProcessThreadCollection","892","2204047024128","728801280","False",,,,"37863424","37863424",,,,,,"svchost","0","","True",,
