"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"PresentationFontCache","0","253","4876902400","23609344","25071616","28944",,,,,,,,,,"Process",,,"8",,,,,"12548",".",,,,"28944","28944","25071616","25071616","262720","262720","31334400","31334400","31318016","31318016","4884742144","589774848",,,"25071616","25071616",,"0",,"System.Diagnostics.ProcessThreadCollection","253","4876902400","581935104","False",,,,"23609344","23609344",,,,,,"PresentationFontCache","0","","True",,
"PresentMonService","0","299","2203447640064","12189696","12058624","14256",,,,,,,,,,"Process",,,"8",,,,,"27808",".",,,,"14256","14256","12058624","12058624","105408","105408","14962688","14962688","23654400","23654400","2203454980096","136757248",,,"12058624","12058624",,"0",,"System.Diagnostics.ProcessThreadCollection","299","2203447640064","129417216","False",,,,"12189696","12189696",,,,,,"PresentMonService","0","","True",,
"prevhost","1","337","2203465388032","27238400","4222976","16464","C:\WINDOWS\system32\prevhost.exe","C:\WINDOWS\system32\prevhost.exe {914FEED8-267A-4BAA-B8AA-21E233792679} -Embedding",,"Microsoft Corporation","1,03125","10.0.26100.8115 (WinBuild.160101.0800)","10.0.26100.8115","Preview Handler Surrogate Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7228","8",,"False","23/09/2026 11:09:27",,"29868",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16464","16464","4222976","4222976","231312","231312","4415488","4415488","28950528","28950528","2203469615104","151392256","True","Normal","4222976","4222976","4095","1",,"System.Diagnostics.ProcessThreadCollection","337","2203465388032","147165184","False",,,,"27238400","27238400",,"System.Diagnostics.ProcessModule (prevhost.exe)","00:00:00.5156250","00:00:01.0312500","00:00:00.5156250","prevhost","0","","True",,
"pwsh","1","1362","2272571629568","375902208","260038656","179080","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -NoProfile -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\david\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\david\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner \""PowerShell Extension v2025.4.0
Copyright (c) Microsoft Corporation.

https://aka.ms/vscode-powershell
Type 'help' to get help.
\"" -LogLevel 'Warning' -LogPath 'c:\Users\david\AppData\Roaming\Code\logs\20260923T095055\window1\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\david\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-22228-760619.json' -FeatureFlags @() ""","System.Diagnostics.Process (Code)","Microsoft Corporation","157,578125","7.6.6.500","7.6.6 SHA: 078a44214be21d0b816adb9fe8a5f1f63a85236a+078a44214be21d0b816adb9fe8a5f1f63a85236a","PowerShell 7","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6676","8",,"False","23/09/2026 12:34:39",,"29420",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","179080","179080","260038656","260038656","713448","713448","273326080","273326080","382332928","382332928","2272808955904","771256320","True","Normal","260038656","260038656","4095","1",,"System.Diagnostics.ProcessThreadCollection","1362","2272571629568","533929984","False",,,,"375902208","375902208",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:01:18.1562500","00:02:37.7343750","00:01:19.5781250","pwsh","0","","True",,
"Registry","0","0","265158656","41873408","7786496","32096",,,,,,,,,,"Process",,,"8",,,,,"232",".",,,,"32096","32096","7786496","7786496","522112","522112","257757184","257757184","319078400","319078400","678391808","678391808",,,"7786496","7786496",,"0",,"System.Diagnostics.ProcessThreadCollection","0","265158656","265158656","False",,,,"41873408","41873408",,,,,,"Registry","0","","True",,
"RegSrvc","0","188","4405727232","11939840","2367488","11632",,,,,,,,,,"Process",,,"8",,,,,"5992",".",,,,"11632","11632","2367488","2367488","147176","147176","2666496","2666496","14209024","14209024","4415205376","120238080",,,"2367488","2367488",,"0",,"System.Diagnostics.ProcessThreadCollection","188","4405727232","110759936","False",,,,"11939840","11939840",,,,,,"RegSrvc","0","","True",,
"RstMwService","0","153","2203406671872","8548352","2125824","10000",,,,,,,,,,"Process",,,"8",,,,,"6040",".",,,,"10000","10000","2125824","2125824","96808","96808","2310144","2310144","10272768","10272768","2203413004288","94781440",,,"2125824","2125824",,"0",,"System.Diagnostics.ProcessThreadCollection","153","2203406671872","88449024","False",,,,"8548352","8548352",,,,,,"RstMwService","0","","True",,
"RtkAudUService64","1","439","4440252416","18071552","5083136","15776","C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_c607c18cb15933d8\RtkAudUService64.exe","""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_c607c18cb15933d8\RtkAudUService64.exe"" -background","System.Diagnostics.Process (explorer)","Realtek Semiconductor","3,015625","1.1.581.1","1.1.581.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8160","8",,"False","18/09/2026 08:39:05",,"4760",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15776","15776","5083136","5083136","203720","203720","5967872","5967872","20307968","20307968","4453306368","158339072","True","Normal","5083136","5083136","4095","1",,"System.Diagnostics.ProcessThreadCollection","439","4440252416","145285120","False",,,,"18071552","18071552",,"System.Diagnostics.ProcessModule (RtkAudUService64.exe)","00:00:01.5781250","00:00:03.0156250","00:00:01.4375000","RtkAudUService64","0","","True",,
"RtkAudUService64","0","471","4430700544","16396288","6676480","16296",,,,,,,,,,"Process",,,"8",,,,,"5984",".",,,,"16296","16296","6676480","6676480","184120","184120","7196672","7196672","20226048","20226048","4439130112","144162816",,,"6676480","6676480",,"0",,"System.Diagnostics.ProcessThreadCollection","471","4430700544","135733248","False",,,,"16396288","16396288",,,,,,"RtkAudUService64","0","","True",,
"RtkAudUService64","1","339","4425302016","13336576","3608576","12856",,,,,,,,,,"Process",,,"8",,,,,"13688",".",,,,"12856","12856","3608576","3608576","193000","193000","3960832","3960832","15351808","15351808","4433694720","138727424",,,"3608576","3608576",,"1",,"System.Diagnostics.ProcessThreadCollection","339","4425302016","130334720","False",,,,"13336576","13336576",,,,,,"RtkAudUService64","0","","True",,
"rundll32","1","374","2203487248384","28012544","5373952","20272","C:\WINDOWS\System32\rundll32.exe","C:\WINDOWS\System32\rundll32.exe C:\WINDOWS\System32\shell32.dll,SHCreateLocalServerRunDll {995C996E-D918-4a8c-A302-45719A6F4EA7} -Embedding",,"Microsoft Corporation","1,5625","10.0.26100.8875 (WinBuild.160101.0800)","10.0.26100.8875","Processus hôte Windows (Rundll32)","Système d exploitation Microsoft® Windows®","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6724","8",,"False","18/09/2026 08:37:58",,"12084",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20272","20272","5373952","5373952","267992","267992","6057984","6057984","34930688","34930688","2203501080576","182857728","True","Normal","5373952","5373952","4095","1",,"System.Diagnostics.ProcessThreadCollection","374","2203487248384","169025536","False",,,,"28012544","28012544",,"System.Diagnostics.ProcessModule (rundll32.exe)","00:00:00.8593750","00:00:01.5625000","00:00:00.7031250","rundll32","0","","True",,
"RuntimeBroker","1","264","2203466346496","22179840","3395584","14152","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","1,546875","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7948","8",,"False","18/09/2026 08:42:16",,"3836",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14152","14152","3395584","3395584","202368","202368","4419584","4419584","26619904","26619904","2203484844032","166621184","True","Normal","3395584","3395584","4095","1",,"System.Diagnostics.ProcessThreadCollection","264","2203466346496","148123648","False",,,,"22179840","22179840",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.7343750","00:00:01.5468750","00:00:00.8125000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","435","2203510767616","36753408","9162752","19184","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","20,796875","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7324","8",,"False","18/09/2026 08:42:13",,"11200",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19184","19184","9162752","9162752","262456","262456","19791872","19791872","55353344","55353344","2203546562560","228339712","True","Normal","9162752","9162752","4095","1",,"System.Diagnostics.ProcessThreadCollection","435","2203510767616","192544768","False",,,,"36753408","36753408",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:10.9687500","00:00:20.7968750","00:00:09.8281250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","1060","2203814326272","91377664","31780864","43760","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","48,625","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7120","8",,"False","18/09/2026 08:38:03",,"14228",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","43760","43760","31780864","31780864","830528","830528","79581184","79581184","135028736","135028736","2204071559168","753336320","True","Normal","31780864","31780864","4095","1",,"System.Diagnostics.ProcessThreadCollection","1060","2203814326272","496103424","False",,,,"91377664","91377664",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:24.8750000","00:00:48.6250000","00:00:23.7500000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","279","2203467886592","20512768","3301376","13336","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0,921875","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7856","8",,"False","18/09/2026 14:30:29",,"15664",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13336","13336","3301376","3301376","206000","206000","4366336","4366336","25923584","25923584","2203488882688","170659840","True","Normal","3301376","3301376","4095","1",,"System.Diagnostics.ProcessThreadCollection","279","2203467886592","149663744","False",,,,"20512768","20512768",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.5625000","00:00:00.9218750","00:00:00.3593750","RuntimeBroker","0","","True",,
"RuntimeBroker","1","172","2203438911488","14053376","2732032","11160","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0,859375","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8188","8",,"False","18/09/2026 08:38:10",,"17004",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11160","11160","2732032","2732032","138608","138608","3145728","3145728","16359424","16359424","2203444654080","126431232","True","Normal","2732032","2732032","4095","1",,"System.Diagnostics.ProcessThreadCollection","172","2203438911488","120688640","False",,,,"14053376","14053376",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.4531250","00:00:00.8593750","00:00:00.4062500","RuntimeBroker","0","","True",,
"RuntimeBroker","1","246","2203468070912","19918848","2699264","11568","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","1,078125","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7028","8",,"False","18/09/2026 23:35:55",,"22284",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11568","11568","2699264","2699264","201672","201672","3772416","3772416","22806528","22806528","2203475394560","157171712","True","Normal","2699264","2699264","4095","1",,"System.Diagnostics.ProcessThreadCollection","246","2203468070912","149848064","False",,,,"19918848","19918848",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.5156250","00:00:01.0781250","00:00:00.5625000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","383","2203502653440","33599488","6594560","17344","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","5,46875","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7248","8",,"False","18/09/2026 08:48:11",,"25732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17344","17344","6594560","6594560","273560","273560","8437760","8437760","38866944","38866944","2203524087808","205864960","True","Normal","6594560","6594560","4095","1",,"System.Diagnostics.ProcessThreadCollection","383","2203502653440","184430592","False",,,,"33599488","33599488",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:03.2656250","00:00:05.4687500","00:00:02.2031250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","372","2203490885632","34914304","4997120","17824","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","6,453125","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7336","8",,"False","18/09/2026 09:49:56",,"27672",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17824","17824","4997120","4997120","250456","250456","6541312","6541312","41631744","41631744","2203515506688","197283840","True","Normal","4997120","4997120","4095","1",,"System.Diagnostics.ProcessThreadCollection","372","2203490885632","172662784","False",,,,"34914304","34914304",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:03.4531250","00:00:06.4531250","00:00:03","RuntimeBroker","0","","True",,
"RuntimeBroker","1","316","2203468996608","21630976","3411968","14696","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","1,890625","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7704","8",,"False","18/09/2026 09:59:28",,"28120",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14696","14696","3411968","3411968","206184","206184","4546560","4546560","29310976","29310976","2203483537408","165314560","True","Normal","3411968","3411968","4095","1",,"System.Diagnostics.ProcessThreadCollection","316","2203468996608","150773760","False",,,,"21630976","21630976",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.0468750","00:00:01.8906250","00:00:00.8437500","RuntimeBroker","0","","True",,
"SAClient","1","474","5235916800","71208960","28680192","41736","C:\Program Files\WindowsApps\SAMSUNGELECTRONICSCO.LTD.SamsungAccount_1.26.6021.0_x64__3c1yjt4zspk6g\SAClient.exe","""C:\Program Files\WindowsApps\SAMSUNGELECTRONICSCO.LTD.SamsungAccount_1.26.6021.0_x64__3c1yjt4zspk6g\SAClient.exe"" -ServerName:App.AppXmf374d2a17pdapzq59nb68677dtrk5aq.mca",,"","0,75","1.0.0.0","1.0.0.0","SAClient","SAClient","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7360","8",,"False","21/09/2026 06:41:21",,"40156",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","41736","41736","28680192","28680192","738776","738776","29696000","29696000","91406336","91406336","5239062528","944095232","True","Normal","28680192","28680192","4095","1",,"System.Diagnostics.ProcessThreadCollection","474","5235916800","940949504","False",,,,"71208960","71208960",,"System.Diagnostics.ProcessModule (SAClient.exe)","00:00:00.3750000","00:00:00.7500000","00:00:00.3750000","SAClient","0","","True",,
"SamsungContinuityWindowsService","0","759","4996980736","43364352","37154816","30584",,,,,,,,,,"Process",,,"8",,,,,"15372",".",,,,"30584","30584","37154816","37154816","409792","409792","40075264","40075264","64643072","64643072","5081833472","786866176",,,"37154816","37154816",,"0",,"System.Diagnostics.ProcessThreadCollection","759","4996980736","702013440","False",,,,"43364352","43364352",,,,,,"SamsungContinuityWindowsService","0","","True",,
"SamsungNotesSysTray","1","575","2204531720192","98054144","66752512","58536","C:\Program Files\WindowsApps\SAMSUNGELECTRONICSCoLtd.SamsungNotes_4.3.826.0_x64__wyx1vj98g3asy\SamsungNotesSysTray\SamsungNotesSysTray.exe","""C:\Program Files\WindowsApps\SAMSUNGELECTRONICSCoLtd.SamsungNotes_4.3.826.0_x64__wyx1vj98g3asy\SamsungNotesSysTray\SamsungNotesSysTray.exe"" ","System.Diagnostics.Process (sihost)","SamsungNotesSysTray","14,1875","1.0.0.0","1.0.0+4a43015558c821ab8515635310e5d52f8643b7a0","SamsungNotesSysTray","SamsungNotesSysTray","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7960","8",,"False","18/09/2026 08:42:08",,"15408",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","58536","58536","66752512","66752512","937560","937560","71917568","71917568","128380928","128380928","2204537880576","1219657728","True","Normal","66752512","66752512","4095","1",,"System.Diagnostics.ProcessThreadCollection","575","2204531720192","1213497344","False",,,,"98054144","98054144",,"System.Diagnostics.ProcessModule (SamsungNotesSysTray.exe)","00:00:04.3437500","00:00:14.1875000","00:00:09.8437500","SamsungNotesSysTray","0","","True",,
"SAService","0","253","148230144","17797120","10903552","19176",,,,,,,,,,"Process",,,"8",,,,,"18640",".",,,,"19176","19176","10903552","10903552","199920","199920","11714560","11714560","21270528","21270528","161644544","161644544",,,"10903552","10903552",,"0",,"System.Diagnostics.ProcessThreadCollection","253","148230144","148230144","False",,,,"17797120","17797120",,,,,,"SAService","0","","True",,
"SearchHost","1","991","2259907407872","122241024","58548224","43568","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"" -ServerName:CortanaUI.AppXstmwaab17q5s3y22tp6apqz7a45vwv65.mca",,"Microsoft Corporation","32,8125","2607.28006.200.0","2607.28006.200.0","","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5528","8",,"False","18/09/2026 08:38:02",,"13856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","43568","43568","58548224","58548224","1834160","1834160","72118272","72118272","173244416","173244416","2259972210688","819412992","True","Normal","58548224","58548224","4095","1",,"System.Diagnostics.ProcessThreadCollection","991","2259907407872","754610176","False",,,,"122241024","122241024",,"System.Diagnostics.ProcessModule (SearchHost.exe)","00:00:14.2656250","00:00:32.8125000","00:00:18.5468750","SearchHost","0","","True",,
"SearchIndexer","0","1146","2203579445248","41050112","31883264","22688",,,,,,,,,,"Process",,,"8",,,,,"30072",".",,,,"22688","22688","31883264","31883264","245536","245536","63881216","63881216","79818752","79818752","2203610185728","291962880",,,"31883264","31883264",,"0",,"System.Diagnostics.ProcessThreadCollection","1146","2203579445248","261222400","False",,,,"41050112","41050112",,,,,,"SearchIndexer","0","","True",,
"SecondScreenDesktop","1","1110","438312960","74620928","62410752","3362136","C:\Program Files\WindowsApps\SAMSUNGELECTRONICSCoLtd.SecondScreen_1.15.3.0_x64__wyx1vj98g3asy\SecondScreenDesktop\SecondScreenDesktop.exe","C:\Users\david\AppData\Local\Microsoft\WindowsApps\SecondScreenDesktop.exe ",,"","111,96875","1.15.3.0","1.15.3.0","SecondScreenDesktop","SecondScreenDesktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6616","8",,"False","18/09/2026 10:01:14",,"20664",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","3362136","3362136","62410752","62410752","3158072","3158072","63631360","63631360","88875008","88875008","456388608","456388608","True","Normal","62410752","62410752","4095","1",,"System.Diagnostics.ProcessThreadCollection","1110","438312960","438312960","False",,,,"74620928","74620928",,"System.Diagnostics.ProcessModule (SecondScreenDesktop.exe)","00:00:51.6406250","00:01:51.9687500","00:01:00.3281250","SecondScreenDesktop","0","","True",,
"Secure System","0","0","2781184","103604224","176128","272",,,,,,,,,,"Process",,,"8",,,,,"188",".",,,,"272","272","176128","176128","9656","9656","225280","225280","151552","151552","3506176","3506176",,,"176128","176128",,"0",,"System.Diagnostics.ProcessThreadCollection","0","2781184","2781184","False",,,,"103604224","103604224",,,,,,"Secure System","0","","True",,
"SecurityHealthService","0","635","2203496677376","20828160","13611008","19424",,,,,,,,,,"Process",,,"8",,,,,"22916",".",,,,"19424","19424","13611008","13611008","211944","211944","17436672","17436672","36081664","36081664","2203505205248","186982400",,,"13611008","13611008",,"0",,"System.Diagnostics.ProcessThreadCollection","635","2203496677376","178454528","False",,,,"20828160","20828160",,,,,,"SecurityHealthService","0","","True",,
"services","0","1218","2203445428224","20377600","9363456","18184",,,,,,,,,,"Process",,,"9",,,,,"1576",".",,,,"18184","18184","9363456","9363456","270448","270448","12574720","12574720","25399296","25399296","2203470155776","151932928",,,"9363456","9363456",,"0",,"System.Diagnostics.ProcessThreadCollection","1218","2203445428224","127205376","False",,,,"20377600","20377600",,,,,,"services","0","","True",,
"ServiceShell","0","1219","5038092288","81362944","113401856","67944",,,,,,,,,,"Process",,,"8",,,,,"22664",".",,,,"67944","67944","113401856","113401856","544144","544144","120090624","120090624","156200960","156200960","5060411392","765444096",,,"113401856","113401856",,"0",,"System.Diagnostics.ProcessThreadCollection","1219","5038092288","743124992","False",,,,"81362944","81362944",,,,,,"ServiceShell","0","","True",,
"ShellExperienceHost","1","1088","2203902111744","93569024","48783360","42072","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","""C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",,"Microsoft Corporation","11,890625","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Windows Shell Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6864","8",,"False","18/09/2026 09:40:55",,"5712",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","42072","42072","48783360","48783360","1964808","1964808","52101120","52101120","136790016","136790016","2203914694656","596471808","True","Normal","48783360","48783360","4095","1",,"System.Diagnostics.ProcessThreadCollection","1088","2203902111744","583888896","False",,,,"93569024","93569024",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:04.9531250","00:00:11.8906250","00:00:06.9375000","ShellExperienceHost","0","","True",,
"ShellHost","1","428","2203717787648","48205824","13623296","21360","C:\Windows\System32\ShellHost.exe","""C:\Windows\System32\ShellHost.exe""","System.Diagnostics.Process (sihost)","Microsoft Corporation","1,78125","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","ShellHost","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6332","8",,"False","18/09/2026 08:38:00",,"12648",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21360","21360","13623296","13623296","577440","577440","13701120","13701120","54853632","54853632","2203722518528","404295680","True","Normal","13623296","13623296","4095","1",,"System.Diagnostics.ProcessThreadCollection","428","2203717787648","399564800","False",,,,"48205824","48205824",,"System.Diagnostics.ProcessModule (ShellHost.exe)","00:00:01","00:00:01.7812500","00:00:00.7812500","ShellHost","0","","True",,
"sihost","1","991","2203578912768","54517760","10440704","28240","C:\WINDOWS\system32\sihost.exe","sihost.exe",,"Microsoft Corporation","209,65625","10.0.26100.9278 (WinBuild.160101.0800)","10.0.26100.9278","Shell Infrastructure Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8044","8",,"False","18/09/2026 08:37:56",,"10940",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28240","28240","10440704","10440704","412872","412872","12578816","12578816","57561088","57561088","2203589357568","271134720","True","Normal","10440704","10440704","4095","1",,"System.Diagnostics.ProcessThreadCollection","991","2203578912768","260689920","False",,,,"54517760","54517760",,"System.Diagnostics.ProcessModule (sihost.exe)","00:02:10.2187500","00:03:29.6562500","00:01:19.4375000","sihost","0","","True",,
"smss","0","58","2203375230976","1282048","1175552","4192",,,,,,,,,,"Process",,,"11",,,,,"864",".",,,,"4192","4192","1175552","1175552","15576","15576","1265664","1265664","1789952","1789952","2203383734272","65511424",,,"1175552","1175552",,"0",,"System.Diagnostics.ProcessThreadCollection","58","2203375230976","57008128","False",,,,"1282048","1282048",,,,,,"smss","0","","True",,
"spoolsv","0","795","2203528450048","43417600","14237696","37160",,,,,,,,,,"Process",,,"8",,,,,"5020",".",,,,"37160","37160","14237696","14237696","316136","316136","16556032","16556032","49491968","49491968","2203542577152","224354304",,,"14237696","14237696",,"0",,"System.Diagnostics.ProcessThreadCollection","795","2203528450048","210227200","False",,,,"43417600","43417600",,,,,,"spoolsv","0","","True",,
"ssh-agent","0","103","2203386937344","6610944","1601536","8360",,,,,,,,,,"Process",,,"8",,,,,"6016",".",,,,"8360","8360","1601536","1601536","67592","67592","1802240","1802240","7839744","7839744","2203394281472","76058624",,,"1601536","1601536",,"0",,"System.Diagnostics.ProcessThreadCollection","103","2203386937344","68714496","False",,,,"6610944","6610944",,,,,,"ssh-agent","0","","True",,
"sshd","0","127","2203390185472","8179712","2289664","13232",,,,,,,,,,"Process",,,"8",,,,,"6340",".",,,,"13232","13232","2289664","2289664","74208","74208","2482176","2482176","10383360","10383360","2203396517888","78295040",,,"2289664","2289664",,"0",,"System.Diagnostics.ProcessThreadCollection","127","2203390185472","71962624","False",,,,"8179712","8179712",,,,,,"sshd","0","","True",,
"ss_conn_service","0","167","49819648","7462912","2236416","13112",,,,,,,,,,"Process",,,"8",,,,,"6356",".",,,,"13112","13112","2236416","2236416","94424","94424","2539520","2539520","8908800","8908800","56414208","56414208",,,"2236416","2236416",,"0",,"System.Diagnostics.ProcessThreadCollection","167","49819648","49819648","False",,,,"7462912","7462912",,,,,,"ss_conn_service","0","","True",,
"ss_conn_service2","0","214","61673472","8933376","2428928","14064",,,,,,,,,,"Process",,,"8",,,,,"6508",".",,,,"14064","14064","2428928","2428928","118024","118024","2813952","2813952","10629120","10629120","69578752","69578752",,,"2428928","2428928",,"0",,"System.Diagnostics.ProcessThreadCollection","214","61673472","61673472","False",,,,"8933376","8933376",,,,,,"ss_conn_service2","0","","True",,
